ID,1,2,3,4,5,Average,Standard Deviation
1,-1,-1,-1,-1,-1,-1,-1
2,191,284,202,196,197,214.00,35.17
3,224,198,197,199,199,203.40,10.32
4,197,193,196,193,203,196.40,3.66
5,196,193,189,292,195,213.00,39.57
6,293,211,198,197,206,221.00,36.37
7,194,206,212,201,204,203.40,5.91
8,228,310,200,202,198,227.60,42.62
9,203,203,202,224,212,208.80,8.42
10,206,208,201,203,202,204.00,2.60
